Idx,Comment,Code,License,Label,Author,Datasets,Packages,Output Types,Output Names,Source,Title,Project description,Domain,Publication date,Date modified,DOI
10940 MMCPSRAnalysis.R 109,Number (%) of articles using data generated through interaction with Media,"sum(MMCPSR_emp$`EHP - Media` == 1 | MMCPSR_emp$`OHP - Media`==1) formattable::percent(sum(MMCPSR_emp$`EHP - Media` == 1 | MMCPSR_emp$`OHP - Media`==1)/nrow(MMCPSR_emp), digits = 1)",Other,Data Variable,Daniel Solomon,"['/Users/Tranae/Documents/Methods Project/Analysis/final_apsa_list 09222021.csv', 'Code Presence_72921_c3.xlsx', 'Dedoose Media_72921.xls', '~/Documents/Methods Project/Prelim Analysis/Prelim_Data_9520.RData']","['readxl', 'stringr', 'viridis', 'forcats', 'ggstance']",None,None,https://osf.io/uhma8/,Mapping Methods in Contemporary Political Science Research: An Analysis of Journal Publications (1998 - 2018),"This project surveys the conduct of political science research published in ten top journals from 1998 – 2018, based on original data collected from a sample of 1,926 research articles between July 2020 and May 2021. 
    Hosted on the Open Science Framework",Psychology,2021-09-23,2023-05-12,None
10940 MMCPSRAnalysis.R 146,probit and marginal effects experimental data vs time,"out.1.probit <-glm(EHPdata~Year, data = MMCPSR_emp, family = binomial(link = ""probit"")) summary(out.1.probit) probitmfx(out.1.probit, data = MMCPSR_emp)",Other,Statistical Modeling,Daniel Solomon,"['/Users/Tranae/Documents/Methods Project/Analysis/final_apsa_list 09222021.csv', 'Code Presence_72921_c3.xlsx', 'Dedoose Media_72921.xls', '~/Documents/Methods Project/Prelim Analysis/Prelim_Data_9520.RData']","['readxl', 'stringr', 'viridis', 'forcats', 'ggstance']",None,None,https://osf.io/uhma8/,Mapping Methods in Contemporary Political Science Research: An Analysis of Journal Publications (1998 - 2018),"This project surveys the conduct of political science research published in ten top journals from 1998 – 2018, based on original data collected from a sample of 1,926 research articles between July 2020 and May 2021. 
    Hosted on the Open Science Framework",Psychology,2021-09-23,2023-05-12,None
10940 MMCPSRAnalysis.R 156,create correlation matrix author gender vs methods categories,MethodGender_cor <- rcorr(as.matrix(MethodGender_sub)),Other,Data Variable,Daniel Solomon,"['/Users/Tranae/Documents/Methods Project/Analysis/final_apsa_list 09222021.csv', 'Code Presence_72921_c3.xlsx', 'Dedoose Media_72921.xls', '~/Documents/Methods Project/Prelim Analysis/Prelim_Data_9520.RData']","['readxl', 'stringr', 'viridis', 'forcats', 'ggstance']",None,None,https://osf.io/uhma8/,Mapping Methods in Contemporary Political Science Research: An Analysis of Journal Publications (1998 - 2018),"This project surveys the conduct of political science research published in ten top journals from 1998 – 2018, based on original data collected from a sample of 1,926 research articles between July 2020 and May 2021. 
    Hosted on the Open Science Framework",Psychology,2021-09-23,2023-05-12,None
10940 MMCPSRAnalysis.R 175,DV Formal modeling only OLS Modeling only vs time,out.12 <- lm(MMCPSR_emp$ModelingOnly ~ MMCPSR_emp$Year) summary(out.12) out.15$coefficients[2],Other,Statistical Modeling,Daniel Solomon,"['/Users/Tranae/Documents/Methods Project/Analysis/final_apsa_list 09222021.csv', 'Code Presence_72921_c3.xlsx', 'Dedoose Media_72921.xls', '~/Documents/Methods Project/Prelim Analysis/Prelim_Data_9520.RData']","['readxl', 'stringr', 'viridis', 'forcats', 'ggstance']",None,None,https://osf.io/uhma8/,Mapping Methods in Contemporary Political Science Research: An Analysis of Journal Publications (1998 - 2018),"This project surveys the conduct of political science research published in ten top journals from 1998 – 2018, based on original data collected from a sample of 1,926 research articles between July 2020 and May 2021. 
    Hosted on the Open Science Framework",Psychology,2021-09-23,2023-05-12,None
10940 MMCPSRAnalysis.R 194,Conclusion Policy Recommendations count and percent of all articles,"sum(MMCPSR_Data$`Policy Recommendation`) formattable::percent(sum(MMCPSR_Data$`Policy Recommendation`)/nrow(MMCPSR_Data), digits = 1)",Other,Data Variable,Daniel Solomon,"['/Users/Tranae/Documents/Methods Project/Analysis/final_apsa_list 09222021.csv', 'Code Presence_72921_c3.xlsx', 'Dedoose Media_72921.xls', '~/Documents/Methods Project/Prelim Analysis/Prelim_Data_9520.RData']","['readxl', 'stringr', 'viridis', 'forcats', 'ggstance']",None,None,https://osf.io/uhma8/,Mapping Methods in Contemporary Political Science Research: An Analysis of Journal Publications (1998 - 2018),"This project surveys the conduct of political science research published in ten top journals from 1998 – 2018, based on original data collected from a sample of 1,926 research articles between July 2020 and May 2021. 
    Hosted on the Open Science Framework",Psychology,2021-09-23,2023-05-12,None
10940 MMCPSRAnalysis.R 198,DV time OLS policy recommendations vs time,out.21 <- lm(MMCPSR_emp$`Policy Recommendation`~MMCPSR_emp$Year) summary(out.21) out.21$coefficients[2] out.21b <- lm(MMCPSR_emp$`Policy Recommendation`~as.factor(MMCPSR_emp$Year)) summary(out.21b) plot_coefs(out.21b) plot_coefs(lm(MMCPSR_emp$`Policy Recommendation`~ 0 + as.factor(MMCPSR_emp$Year))),Other,Data Variable,Daniel Solomon,"['/Users/Tranae/Documents/Methods Project/Analysis/final_apsa_list 09222021.csv', 'Code Presence_72921_c3.xlsx', 'Dedoose Media_72921.xls', '~/Documents/Methods Project/Prelim Analysis/Prelim_Data_9520.RData']","['readxl', 'stringr', 'viridis', 'forcats', 'ggstance']",None,None,https://osf.io/uhma8/,Mapping Methods in Contemporary Political Science Research: An Analysis of Journal Publications (1998 - 2018),"This project surveys the conduct of political science research published in ten top journals from 1998 – 2018, based on original data collected from a sample of 1,926 research articles between July 2020 and May 2021. 
    Hosted on the Open Science Framework",Psychology,2021-09-23,2023-05-12,None
10218 ESS_openness_2016.R 3,scaling all the variables of interest (between 01) for a composite score,data8$gincdif_s = rescale(data8$gincdif) data8$smdfslv_s = rescale(data8$smdfslv) data8$sbstrec_r = 6 - data8$sbstrec # reverse scores first data8$sbstrec_r_s = rescale(data8$sbstrec_r),CC-By Attribution 4.0 International,Data Variable,Gabriela Czarnek,['ESS 2016/ESS8e02.sav'],"['haven', 'dplyr', 'scales', 'lme4', 'lmerTest', 'emmeans', 'multcomp', 'sjPlot', 'ggplot2', 'ggeffects', 'optimx']",{'CSV'},"{'gender_count.csv', 'stats.csv'}",https://osf.io/k853j/,"Needs for Security & Certainty, Political Engagemenet, and Economic Beliefs","This project contains code for the analyses presented in: Czarnek, G., & Kossowska, M. (in press). Welfare State Regime and Political Engagement Modify the Relationship Between Openness and Economic Beliefs. Social Psychological and Personality Science. https://doi.org/10.1177/1948550620977621 
    Hosted on the Open Science Framework",Psychology,2020-08-17,2022-08-22,None
10218 ESS_openness_2016.R 9,"create one index of political engagement using: interest, media reception, and political action","polit_eng = c(""polintr_r_s"", ""nwspol_s"", ""polit_action_s"") data8$polit_eng = rowMeans(data8[polit_eng], na.rm = TRUE) mean(data8$polit_eng, na.rm = TRUE) # 0.22 sd(data8$polit_eng, na.rm = TRUE) # 0.14 psych::alpha(data8[polit_eng]) # 0.39 data8$polit_eng_c = c(scale(data8$polit_eng, center = TRUE, scale = FALSE)) # center",CC-By Attribution 4.0 International,Data Variable,Gabriela Czarnek,['ESS 2016/ESS8e02.sav'],"['haven', 'dplyr', 'scales', 'lme4', 'lmerTest', 'emmeans', 'multcomp', 'sjPlot', 'ggplot2', 'ggeffects', 'optimx']",{'CSV'},"{'gender_count.csv', 'stats.csv'}",https://osf.io/k853j/,"Needs for Security & Certainty, Political Engagemenet, and Economic Beliefs","This project contains code for the analyses presented in: Czarnek, G., & Kossowska, M. (in press). Welfare State Regime and Political Engagement Modify the Relationship Between Openness and Economic Beliefs. Social Psychological and Personality Science. https://doi.org/10.1177/1948550620977621 
    Hosted on the Open Science Framework",Psychology,2020-08-17,2022-08-22,None
10218 ESS_openness_2016.R 16,"Calculate values scores for PVQ recoding PVQ items (ESS uses 1 as ""like me"" and 6 ""totally not like me)",data8$ipcrtiv_r = 7 - data8$ipcrtiv data8$imprich_r = 7 - data8$imprich data8$ipeqopt_r = 7 - data8$ipeqopt data8$ipshabt_r = 7 - data8$ipshabt data8$impsafe_r = 7 - data8$impsafe data8$impdiff_r = 7 - data8$impdiff data8$ipfrule_r = 7 - data8$ipfrule data8$ipudrst_r = 7 - data8$ipudrst data8$ipmodst_r = 7 - data8$ipmodst data8$ipgdtim_r = 7 - data8$ipgdtim data8$impfree_r = 7 - data8$impfree data8$iphlppl_r = 7 - data8$iphlppl data8$ipsuces_r = 7 - data8$ipsuces data8$ipstrgv_r = 7 - data8$ipstrgv data8$ipadvnt_r = 7 - data8$ipadvnt data8$ipbhprp_r = 7 - data8$ipbhprp data8$iprspot_r = 7 - data8$iprspot data8$iplylfr_r = 7 - data8$iplylfr data8$impenv_r = 7 - data8$impenv data8$imptrad_r = 7 - data8$imptrad data8$impfun_r = 7 - data8$impfun,CC-By Attribution 4.0 International,Data Variable,Gabriela Czarnek,['ESS 2016/ESS8e02.sav'],"['haven', 'dplyr', 'scales', 'lme4', 'lmerTest', 'emmeans', 'multcomp', 'sjPlot', 'ggplot2', 'ggeffects', 'optimx']",{'CSV'},"{'gender_count.csv', 'stats.csv'}",https://osf.io/k853j/,"Needs for Security & Certainty, Political Engagemenet, and Economic Beliefs","This project contains code for the analyses presented in: Czarnek, G., & Kossowska, M. (in press). Welfare State Regime and Political Engagement Modify the Relationship Between Openness and Economic Beliefs. Social Psychological and Personality Science. https://doi.org/10.1177/1948550620977621 
    Hosted on the Open Science Framework",Psychology,2020-08-17,2022-08-22,None
6685 analysis_exp2.R 7,evaluate goodness of fit of psychometric function using deviance test,"d_fit <-{} for(i in unique(d$Subject)){ m_1 <- glm(Response ~ JumpSize * Velocity +BlinkDuration , d[d$Subject==i & d$cond1==1,], family=binomial(probit)) m_0<- glm(Response ~ Velocity +BlinkDuration , d[d$Subject==i & d$cond1==1,], family=binomial(probit)) LRT <- anova(m_0, m_1,test=""LRT"") d_fit <- rbind(d_fit, data.frame(id=i, D=LRT$Deviance[2], df=LRT$Df[2], p=LRT$`Pr(>Chi)`[2])) } print(d_fit,digits=2,row.names=F) round(d_fit$p,digits=10)",CC-By Attribution 4.0 International,Statistical Test,Matteo Lisi,"['./data/Experiment2.csv', 'out_all_exp2_varSD.RDS']","['ggplot2', 'mlisi', 'ggplot2', 'lme4', 'BayesFactor', 'sjstats', 'tidyr']",None,None,https://osf.io/f6qsk/,"Perceiving locations of moving objects across eye blinks (2020, Psychological Science).","Data and analysis scripts for ""Perceiving locations of moving objects across eye blinks"", by Maus, Goh & Lisi (2020). 
    Hosted on the Open Science Framework",Social Science,2020-02-24,2020-09-04,10.17605/OSF.IO/F6QSK
6685 analysis_exp2.R 9,use lmList to fit individual GLM models in one go,"mo <- lmList(Response ~ cond1 * JumpSize * Velocity +bdur:cond1 | Subject, d, family=binomial(probit))",CC-By Attribution 4.0 International,Statistical Modeling,Matteo Lisi,"['./data/Experiment2.csv', 'out_all_exp2_varSD.RDS']","['ggplot2', 'mlisi', 'ggplot2', 'lme4', 'BayesFactor', 'sjstats', 'tidyr']",None,None,https://osf.io/f6qsk/,"Perceiving locations of moving objects across eye blinks (2020, Psychological Science).","Data and analysis scripts for ""Perceiving locations of moving objects across eye blinks"", by Maus, Goh & Lisi (2020). 
    Hosted on the Open Science Framework",Social Science,2020-02-24,2020-09-04,10.17605/OSF.IO/F6QSK
6685 analysis_exp2.R 17,visualize Bayes factors and parameter estimates,"par(mfrow=c(1,2)) slope_bdur <- B[,8] / (((B[,3]+B[,5]) + (B[,3]+B[,7]+B[,5]+B[,9]))/2) slope_bayes <- outB$beta_5 / (((outB$beta_2) + (outB$beta_2+outB$beta_4))/2)",CC-By Attribution 4.0 International,Visualization,Matteo Lisi,"['./data/Experiment2.csv', 'out_all_exp2_varSD.RDS']","['ggplot2', 'mlisi', 'ggplot2', 'lme4', 'BayesFactor', 'sjstats', 'tidyr']",None,None,https://osf.io/f6qsk/,"Perceiving locations of moving objects across eye blinks (2020, Psychological Science).","Data and analysis scripts for ""Perceiving locations of moving objects across eye blinks"", by Maus, Goh & Lisi (2020). 
    Hosted on the Open Science Framework",Social Science,2020-02-24,2020-09-04,10.17605/OSF.IO/F6QSK
6685 analysis_exp2.R 18,sanity check to ensure that we get same estimates from frequentist or Bayesian analysis,"plot(slope_bdur, slope_bayes, ylab=""slope (Bayesian)"",xlab=""slope (frequentist)"", pch=19) abline(a=0,b=1,lty=2) cor.test(slope_bdur, slope_bayes)",CC-By Attribution 4.0 International,Statistical Test,Matteo Lisi,"['./data/Experiment2.csv', 'out_all_exp2_varSD.RDS']","['ggplot2', 'mlisi', 'ggplot2', 'lme4', 'BayesFactor', 'sjstats', 'tidyr']",None,None,https://osf.io/f6qsk/,"Perceiving locations of moving objects across eye blinks (2020, Psychological Science).","Data and analysis scripts for ""Perceiving locations of moving objects across eye blinks"", by Maus, Goh & Lisi (2020). 
    Hosted on the Open Science Framework",Social Science,2020-02-24,2020-09-04,10.17605/OSF.IO/F6QSK
10480 [2]R-AnswerstoRound3Reviews-Powertoacceptflatwhentrueeffectiszeroacross24studies.R 2,"n: sample size of each study simtot: number of simulations seed 1 Compute d33, ncp33 and df for the original sample","d33=pwr.t.test(n=n,sig.level=0.05,power=1/3,type=""two.sample"")$d ncp33=sqrt(n/2)*d33 df=2*n-2",CC-By Attribution 4.0 International,Data Variable,Uri Simonsohn,None,['pwr'],None,None,https://osf.io/ujpyn/,Power Posing - P-Curve,Hosted on the Open Science Framework,Psychology,2015-07-03,2017-03-17,10.17605/OSF.IO/UJPYN
10181 metaBigFive.R 4,point estimate p hat (just mean average of coefficients),pe <-mean(cors),CC0 1.0 Universal,Data Variable,Adam Pegler,None,None,None,None,https://osf.io/9jzfr/,Construction and Initial Validation of the Worth and Value Self-Esteem Scale (WAVSES),"Files and preregistration for the development and the initial validation of a 2-item self-report measure of self-esteem (the Worth and Value Self-Esteem Scale; WAVSES) -- a scale  designed to be maximally content valid for the narrow self-worth/value definition of self-esteem popular in personality and social psychology. 
    Hosted on the Open Science Framework",Psychology,2017-06-09,2018-11-04,None
11597 bayes.ema.tutorial.analysis.R 10,"next, we use the bridge_sampler() function which will stabilize the calculated BFs see Schad et al 2022 https://psycnet.apa.org/doi/10.1037/met0000472","model.intox.seq.bf <- bridge_sampler(model.intox.seq, silent = TRUE) model.intox.seq.null.bf <- bridge_sampler(model.intox.seq.null, silent = TRUE)",CC-By Attribution 4.0 International,Statistical Modeling,Jonas Dora,"['bayes.ema.tutorial.analysis.RData', 'bayes.ema.tutorial.data.csv']","['tidyverse', 'lubridate', 'brms', 'cowplot', 'mice', 'miceadds', 'countimp', 'tidybayes']","{'PNG', 'RDATA'}","{'post.dist.intox.png', 'pp_check_ordinal.png', 'pp_check_gaussian.png', 'prior.post.drinks.png', 'trace.png', 'post.dist.hangover.png', 'conditional.hangover.png', 'bayes.ema.tutorial.analysis.RData', 'pp_check_hurdle.png', 'plot.re.png'}",https://osf.io/rh2sw/,A tutorial on Bayesian analysis of ecological momentary assessment data in psychological research,"This tutorial introduces the reader to Bayesian analysis of ecological momentary assessment (EMA) data as applied in psychological sciences. We discuss practical advantages of the Bayesian approach over frequentist methods as well as conceptual differences. We demonstrate how Bayesian statistics can help EMA researchers to (1) incorporate prior knowledge and beliefs in analyses, (2) fit models with a large variety of outcome distributions that reflect likely data-generating processes, (3) quantify the uncertainty of effect size estimates, and (4) quantify the evidence for or against an informative hypothesis. We present a workflow for Bayesian analyses and provide illustrative examples based on EMA data, which we analyze using (generalized) linear mixed-effects models to test whether daily self-control demands predict three different alcohol outcomes. All examples are reproducible, with data and code made available at https://osf.io/rh2sw/. Having worked through this tutorial, readers should be able to adopt a Bayesian workflow to their own analysis of EMA data. 
    Hosted on the Open Science Framework",Psychology,2022-06-30,2023-05-26,None
